"V1","V2","V3","V4","V5","V6","peakTF"
2,28,3177,12372,0.997393611945526,0.222156400437447,"YY1AP1_HEK293"
4,28,3866,12372,0.988966588248858,0.366068991974306,"YY1AP1_MCF-7"
3,28,3713,12372,0.996250900681899,0.279260633899051,"YY1AP1_T-47D"
4,28,475,12372,0.0211544861518562,4.2004049721016,"YY1AP1_MCF-10A"
8,28,10079,12372,0.999999999879267,0.0903052086789207,"JUN_MCF-7"
13,28,8709,12372,0.997835666511411,0.363602958142956,"JUN_HAEC"
4,28,179,12372,0.000661230132042865,11.5790884741513,"JUN_Calu-3"
8,28,1124,12372,0.00269673173301056,4.02408166238637,"JUN_endothelial"
5,28,471,12372,0.00372391826538958,5.53936501179689,"JUN_HUVEC-C"
5,28,593,12372,0.00977422462265455,4.34535708764795,"JUN_BT-549"
10,28,8460,12372,0.99991248479638,0.256051969263401,"JUN_K-562"
8,28,5368,12372,0.964571554493108,0.521223912304713,"JUN_786-O"
4,28,2542,12372,0.856333448067023,0.643972067704373,"ZNF75A_K-562"
7,28,7604,12372,0.999981678825705,0.208310617801642,"GABPB1_K-562"
3,28,2900,12372,0.974690773780234,0.391323803567321,"NCOR2_LS180"
7,28,3817,12372,0.807646078436148,0.74667725516791,"CREBBP_LS180"
9,28,3557,12372,0.414364853147308,1.17429135195877,"CREBBP_monocyte"
7,28,9308,12372,0.999999996711717,0.109095000085195,"CREBBP_PC-3"
3,28,8776,12372,0.999999999997939,0.0488538178220537,"CREBBP_retina"
5,28,5639,12372,0.999515019948415,0.258939349773814,"CREBBP_tonsil"
2,28,2894,12372,0.994545173030106,0.251423897599777,"CREBBP_NCI-H3396"
6,28,7507,12372,0.999995685414791,0.176109290246842,"CREBBP_MCF-7"
8,28,3548,12372,0.57613319373137,0.994802039602628,"CREBBP_fibroblast"
9,28,7467,12372,0.999347255051206,0.31035674671226,"CREBBP_keratinocyte"
5,28,4827,12372,0.995713112382454,0.339143134410943,"ZNF384_K-562"
7,28,6957,12372,0.999814449983274,0.258731849260816,"NR2F2_K-562"
