"Run","p","OR","a","b","c","d","tissue"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down8_Splice",0.758403361344538,0.819444258949842,1,10,4,35,"Esophagus_Mucosa"
"Run_Down8_Splice",0.689516129032258,1.10739452262151,1,10,3,32,"Esophagus_Muscularis"
"Run_Down8_Splice",0.411255411255411,3.68790454779276,1,5,2,22,"Heart_Atrial_Appendage"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Lung"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Muscle_Skeletal"
"Run_Down8_Splice",0.669038583175205,1,2,12,6,36,"Nerve_Tibial"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down8_Splice",0.347067491895078,2.44064288099537,2,7,5,29,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down8_Splice",0.594017094017094,1.5552383208255,1,7,3,28,"Skin_Sun_Exposed_Lower_leg"
"Run_Down8_Splice",0.874125874125874,0.524234308921816,1,5,4,14,"Small_Intestine_Terminal_Ileum"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Testis"
"Run_Down8_Splice",0.808463926110985,0.673560424211813,1,12,4,37,"Thyroid"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down8_Splice",NA,NA,NA,NA,NA,NA,"Whole_Blood"
"Run_Down24_Splice",0.53875968992248,1.80523442947222,1,10,3,45,"Adipose_Subcutaneous"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Artery_Tibial"
"Run_Down24_Splice",0.25,Inf,1,2,1,8,"Brain_Amygdala"
"Run_Down24_Splice",0.266666666666667,Inf,1,4,1,15,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Down24_Splice",0.25,Inf,1,7,1,28,"Brain_Cortex"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Down24_Splice",0.324110671936759,5.33861737210693,1,4,2,23,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_Down24_Splice",0.259259259259259,Inf,1,7,1,27,"Heart_Atrial_Appendage"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down24_Splice",0.378737541528239,3.94757359514153,1,9,2,43,"Lung"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down24_Splice",0.214285714285714,Inf,1,9,1,42,"Muscle_Skeletal"
"Run_Down24_Splice",0.505813953488372,2.02270828421584,1,9,3,44,"Nerve_Tibial"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Testis"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down24_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down24_Splice",0.315853658536585,5.16870078219973,1,7,2,41,"Whole_Blood"
"Run_Up4Del_Splice",0.550060967348598,2.06347107886192,1,40,2,122,"Adipose_Subcutaneous"
"Run_Up4Del_Splice",0.529605263157895,2.22062883130422,1,30,2,96,"Adipose_Visceral_Omentum"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Up4Del_Splice",0.696559139784946,1.03717388449345,1,41,3,126,"Artery_Tibial"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Up4Del_Splice",0.789993701779247,0.704474763854228,1,47,4,147,"Cells_Cultured_fibroblasts"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Up4Del_Splice",0.417315938842269,1.98775032197976,2,41,4,121,"Esophagus_Mucosa"
"Run_Up4Del_Splice",0.31896551724138,Inf,1,37,1,116,"Esophagus_Muscularis"
"Run_Up4Del_Splice",0.36734693877551,Inf,1,36,1,98,"Heart_Atrial_Appendage"
"Run_Up4Del_Splice",0.345679012345679,Inf,1,28,1,81,"Heart_Left_Ventricle"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Up4Del_Splice",0.339805825242719,Inf,1,35,1,103,"Lung"
"Run_Up4Del_Splice",0.40625,Inf,1,13,1,32,"Minor_Salivary_Gland"
"Run_Up4Del_Splice",0.333333333333333,Inf,1,38,1,114,"Muscle_Skeletal"
"Run_Up4Del_Splice",0.254204212822132,4.14134707893162,2,44,3,133,"Nerve_Tibial"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Up4Del_Splice",0.369230769230769,Inf,1,24,1,65,"Pituitary"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Up4Del_Splice",0.561035090096193,1.98782836285117,1,41,2,122,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Up4Del_Splice",0.870796944072209,0.496558089372166,1,45,5,136,"Skin_Sun_Exposed_Lower_leg"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Testis"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Up4Del_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Up4Del_Splice",0.742121627594957,0.806397160762579,2,43,6,113,"Whole_Blood"
"Run_Down4Del_Splice",0.633384728581538,1.03948180562592,2,22,7,79,"Adipose_Subcutaneous"
"Run_Down4Del_Splice",0.451997191949598,1.62928185193195,2,16,6,66,"Adipose_Visceral_Omentum"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Down4Del_Splice",0.542675832892649,1.75078874189301,1,14,3,62,"Artery_Aorta"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down4Del_Splice",0.676000746314601,0.925253644722437,2,19,9,81,"Artery_Tibial"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down4Del_Splice",0.794632911239208,0.687254739385251,1,16,5,61,"Brain_Cerebellum"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Down4Del_Splice",0.539243365330322,1.93195871915584,1,5,3,23,"Brain_Spinal_cord_cervical_c-1"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Down4Del_Splice",0.865449452543081,0.507771244909473,1,24,6,87,"Cells_Cultured_fibroblasts"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_Down4Del_Splice",0.906525305370415,0.414094900367813,1,16,8,66,"Esophagus_Muscularis"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_Down4Del_Splice",0.31674904788915,2.5174276050796,2,10,5,44,"Heart_Left_Ventricle"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down4Del_Splice",0.773295189697562,0.73158981439337,1,15,6,71,"Lung"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down4Del_Splice",0.894299790468966,0.441634055936109,1,15,9,72,"Muscle_Skeletal"
"Run_Down4Del_Splice",0.922360284681735,0.378445765881703,1,20,9,85,"Nerve_Tibial"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down4Del_Splice",0.892273531554661,0.450171405168336,1,14,5,41,"Pituitary"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down4Del_Splice",0.388001935171747,3.0518811666007,1,8,3,54,"Spleen"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down4Del_Splice",0.71536951175653,0.926900498856695,1,19,4,72,"Testis"
"Run_Down4Del_Splice",0.925636282730374,0.37156751679065,1,20,10,92,"Thyroid"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down4Del_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down4Del_Splice",0.518899266721197,1.35390379676946,2,17,7,73,"Whole_Blood"
"Run_All-same_Splice",0.90677862061641,0.488180954281171,2,87,20,478,"Adipose_Subcutaneous"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_All-same_Splice",0.62856309639909,0.987530623633707,2,66,12,392,"Artery_Aorta"
"Run_All-same_Splice",0.527580893682589,1.64969457485074,1,30,4,177,"Artery_Coronary"
"Run_All-same_Splice",0.904344894291442,0.537426114540894,3,98,25,494,"Artery_Tibial"
"Run_All-same_Splice",0.376744186046511,3.85861251807098,1,18,2,86,"Brain_Amygdala"
"Run_All-same_Splice",0.629464035693617,1.2051853053328,1,30,4,138,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-same_Splice",0.612543596131853,1.21504730060637,1,38,5,222,"Brain_Caudate_basal_ganglia"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_All-same_Splice",0.824093183366552,0.589886394733276,1,46,9,266,"Brain_Cortex"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_All-same_Splice",0.523479866780253,1.59611372881808,1,31,5,227,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_All-same_Splice",0.762209489596644,0.731405424052798,1,53,8,326,"Breast_Mammary_Tissue"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_All-same_Splice",0.961714079223831,0.293846977871089,1,76,18,467,"Esophagus_Mucosa"
"Run_All-same_Splice",0.988604215759156,0.20785872623669,1,77,22,429,"Esophagus_Muscularis"
"Run_All-same_Splice",0.519811898755907,1.26570918291859,2,62,9,335,"Heart_Atrial_Appendage"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_All-same_Splice",0.964396404698334,0.285922523432631,1,70,17,401,"Lung"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_All-same_Splice",0.961717799064162,0.373114821430117,2,84,24,442,"Muscle_Skeletal"
"Run_All-same_Splice",0.879089986652259,0.579433484584581,3,92,26,510,"Nerve_Tibial"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_All-same_Splice",0.793169155749696,0.681378862100697,2,77,17,475,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-same_Splice",0.560630573431033,1.04240617290352,4,87,23,517,"Skin_Sun_Exposed_Lower_leg"
"Run_All-same_Splice",0.713373627380705,0.874867906266197,1,36,6,194,"Small_Intestine_Terminal_Ileum"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Testis"
"Run_All-same_Splice",0.792745223060351,0.707324663490536,3,90,23,520,"Thyroid"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-same_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-same_Splice",0.7706569867364,0.739132768728478,3,69,23,414,"Whole_Blood"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Adipose_Subcutaneous"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Artery_Tibial"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Liver"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Lung"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Muscle_Skeletal"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Nerve_Tibial"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Testis"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-delayed_Splice",NA,NA,NA,NA,NA,NA,"Whole_Blood"
"Run_Up4_TTS",0.387834957110788,1.95882784148378,2,27,5,104,"Adipose_Subcutaneous"
"Run_Up4_TTS",0.360779320054009,2.11831149228465,2,21,5,85,"Adipose_Visceral_Omentum"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Up4_TTS",0.228564150173026,2.22520866135669,4,37,8,115,"Artery_Tibial"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up4_TTS",0.625668449197861,1.64075851536246,1,13,2,34,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Up4_TTS",0.409289617486339,3.44647651415128,1,14,2,61,"Brain_Cerebellar_Hemisphere"
"Run_Up4_TTS",0.617363939281747,1.36226231274925,1,20,3,74,"Brain_Cerebellum"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Up4_TTS",0.699423724229128,0.882877404747724,2,41,7,132,"Cells_Cultured_fibroblasts"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Up4_TTS",0.0132467532467533,Inf,3,19,3,77,"Colon_Sigmoid"
"Run_Up4_TTS",0.160033320992225,6.15727961057516,2,19,3,74,"Colon_Transverse"
"Run_Up4_TTS",0.164383561643836,Inf,1,12,1,73,"Esophagus_Gastroesophageal_Junction"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_Up4_TTS",0.0644329896907216,Inf,2,25,2,97,"Esophagus_Muscularis"
"Run_Up4_TTS",0.267441860465116,Inf,1,23,1,86,"Heart_Atrial_Appendage"
"Run_Up4_TTS",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
